source,target,Edge Type,source_genre,source_year,target_genre,target_year
5559,14335,InStyleOf,Synthpop,2023,Synthpop,2004
5559,7278,InStyleOf,Synthpop,2023,Synthwave,2022
5571,10249,InStyleOf,Jazz Surf Rock,2007,Synthwave,2004
5574,4413,InterpolatesFrom,Indie Folk,2017,Symphonic Metal,2010
5577,6376,InStyleOf,,,Dream Pop,2026
5583,12821,CoverOf,,,Blues Rock,1991
5583,14128,InStyleOf,,,Blues Rock,1994
5591,6762,InterpolatesFrom,Symphonic Metal,2025,Symphonic Metal,2007
5598,1841,CoverOf,Oceanus Folk,2017,Indie Folk,2010
5599,13584,LyricalReferenceTo,Synthwave,2020,Synthwave,2007
5609,3978,DirectlySamples,Synthwave,2006,,
5611,7005,CoverOf,Emo/Pop Punk,2002,Emo/Pop Punk,2003
5611,11404,InterpolatesFrom,Emo/Pop Punk,2002,Emo/Pop Punk,2000
5614,1611,DirectlySamples,Synthwave,2026,Indie Rock,2015
5614,5113,InStyleOf,Synthwave,2026,Indie Rock,2026
5616,5100,InterpolatesFrom,,,Oceanus Folk,2010
5616,1841,LyricalReferenceTo,,,Indie Folk,2010
5616,11495,LyricalReferenceTo,,,Americana,2015
5620,12949,InStyleOf,,,Synthwave,2013
5620,16026,InStyleOf,,,Doom Metal,2013
5620,8954,InStyleOf,,,Doom Metal,2020
5620,15345,CoverOf,,,,
5620,3037,CoverOf,,,Oceanus Folk,2020
5620,9576,InterpolatesFrom,,,Doom Metal,2023
5620,8201,LyricalReferenceTo,,,Symphonic Metal,2023
5625,454,InterpolatesFrom,Synthwave,2003,Synthwave,1998
5625,6368,CoverOf,Synthwave,2003,Synthwave,1994
5628,3362,InStyleOf,,,Synthwave,2022
5633,9597,CoverOf,Dream Pop,2026,,
5636,13302,LyricalReferenceTo,,,Indie Rock,2020
5643,13481,InStyleOf,Lo-Fi Electronica,2011,Lo-Fi Electronica,2004
5643,10121,DirectlySamples,Lo-Fi Electronica,2011,Lo-Fi Electronica,2007
5643,4781,LyricalReferenceTo,Lo-Fi Electronica,2011,Lo-Fi Electronica,2003
5643,827,InterpolatesFrom,Lo-Fi Electronica,2011,Lo-Fi Electronica,2006
5643,12373,InStyleOf,Lo-Fi Electronica,2011,Lo-Fi Electronica,2005
5643,2167,InterpolatesFrom,Lo-Fi Electronica,2011,Lo-Fi Electronica,2007
5643,966,InStyleOf,Lo-Fi Electronica,2011,Lo-Fi Electronica,2003
5643,10574,InStyleOf,Lo-Fi Electronica,2011,Lo-Fi Electronica,2007
5647,2424,CoverOf,Darkwave,2028,Darkwave,2023
5647,13332,LyricalReferenceTo,Darkwave,2028,Darkwave,2022
5647,8892,InStyleOf,Darkwave,2028,,
5653,14749,LyricalReferenceTo,Alternative Rock,2023,Alternative Rock,2010
5653,13379,InStyleOf,Alternative Rock,2023,Alternative Rock,1992
5657,9547,DirectlySamples,Indie Rock,2023,Dream Pop,2020
5673,10835,DirectlySamples,Indie Folk,2030,Americana,2030
5685,2238,InterpolatesFrom,Space Rock,2017,Synthwave,2009
5699,4006,InterpolatesFrom,,,Indie Rock,2007
5699,2360,LyricalReferenceTo,,,Indie Rock,2017
5699,1244,CoverOf,,,,
5699,5911,CoverOf,,,Indie Rock,2024
5718,4541,InStyleOf,Psychedelic Rock,2028,Psychedelic Rock,2023
5718,14965,InterpolatesFrom,Psychedelic Rock,2028,Doom Metal,2010
5726,6735,InterpolatesFrom,Alternative Rock,2010,Alternative Rock,2008
5730,11269,LyricalReferenceTo,,,Indie Folk,2016
5730,1841,LyricalReferenceTo,,,Indie Folk,2010
5730,9685,InterpolatesFrom,,,Oceanus Folk,2013
5737,3706,DirectlySamples,Dream Pop,2020,Synthwave,2007
5751,1729,LyricalReferenceTo,Dream Pop,2025,,
5761,1977,InterpolatesFrom,Oceanus Folk,2026,,
5761,14086,LyricalReferenceTo,Oceanus Folk,2026,Doom Metal,2005
5767,1977,DirectlySamples,,,,
5773,9387,LyricalReferenceTo,Dream Pop,2010,Dream Pop,2007
5773,2510,InterpolatesFrom,Dream Pop,2010,Dream Pop,1981
5773,13421,InStyleOf,Dream Pop,2010,Dream Pop,1994
5777,15622,CoverOf,Indie Folk,2013,Doom Metal,1997
5782,7417,LyricalReferenceTo,,,Southern Gothic Rock,2003
5782,7723,InStyleOf,,,,
5782,12041,InStyleOf,,,Southern Gothic Rock,2004
5787,4849,InStyleOf,,,,
5790,933,CoverOf,Dream Pop,2007,Dream Pop,1998
5796,15622,InStyleOf,Doom Metal,2012,Doom Metal,1997
5802,6674,InterpolatesFrom,Indie Pop,1984,Blues Rock,1984
5804,13297,LyricalReferenceTo,Lo-Fi Electronica,2024,Lo-Fi Electronica,2017
5804,15004,LyricalReferenceTo,Lo-Fi Electronica,2024,Lo-Fi Electronica,2022
5804,3387,CoverOf,Lo-Fi Electronica,2024,Lo-Fi Electronica,2016
5813,15622,InStyleOf,Indie Rock,2013,Doom Metal,1997
5818,4492,InterpolatesFrom,Synthwave,2024,Space Rock,2018
5818,5685,InStyleOf,Synthwave,2024,Space Rock,2017
5818,10211,LyricalReferenceTo,Synthwave,2024,Space Rock,2021
5818,4212,InterpolatesFrom,Synthwave,2024,Space Rock,2018
5826,4046,CoverOf,Desert Rock,2020,,
5832,7271,InStyleOf,Desert Rock,2029,Alternative Rock,2024
5839,5110,CoverOf,Southern Gothic Rock,2006,Indie Pop,1991
5839,6868,InStyleOf,Southern Gothic Rock,2006,,
5839,2595,LyricalReferenceTo,Southern Gothic Rock,2006,Indie Pop,1984
5839,6745,LyricalReferenceTo,Southern Gothic Rock,2006,Indie Pop,1994
5839,13357,InterpolatesFrom,Southern Gothic Rock,2006,,
5847,11768,LyricalReferenceTo,Americana,2029,Dream Pop,2024
5847,2272,CoverOf,Americana,2029,Space Rock,2022
5847,4541,CoverOf,Americana,2029,Psychedelic Rock,2023
5847,6564,InStyleOf,Americana,2029,Space Rock,2019
5854,1841,InStyleOf,Indie Folk,2017,Indie Folk,2010
5871,13331,InterpolatesFrom,Indie Pop,2013,Emo/Pop Punk,1997
5873,11122,InStyleOf,Americana,2026,Americana,2019
5873,438,DirectlySamples,Americana,2026,Dream Pop,2010
5873,9884,CoverOf,Americana,2026,Psychedelic Rock,2009
5877,6901,InterpolatesFrom,,,Indie Folk,2010
5882,9966,InStyleOf,,,Indie Folk,2020
5882,8251,LyricalReferenceTo,,,Doom Metal,2017
5882,10673,InterpolatesFrom,,,Doom Metal,2013
5882,14118,LyricalReferenceTo,,,Indie Folk,2017
5882,7116,InStyleOf,,,Doom Metal,2007
5882,1841,CoverOf,,,Indie Folk,2010
5883,1841,InterpolatesFrom,,,Indie Folk,2010
5883,12150,InStyleOf,,,Indie Folk,2007
5891,2279,InStyleOf,Dream Pop,2008,Dream Pop,2005
5891,14438,CoverOf,Dream Pop,2008,Alternative Rock,2004
5893,3451,InStyleOf,Psychedelic Rock,2027,,
5893,4541,CoverOf,Psychedelic Rock,2027,Psychedelic Rock,2023
5907,14670,InStyleOf,,,Alternative Rock,1984
5911,6396,CoverOf,Indie Rock,2024,Indie Rock,2017
5911,6616,InterpolatesFrom,Indie Rock,2024,Indie Rock,2011
5911,11491,CoverOf,Indie Rock,2024,Psychedelic Rock,2012
5911,4006,InterpolatesFrom,Indie Rock,2024,Indie Rock,2007
5916,1884,DirectlySamples,Americana,2018,,
5921,15343,InStyleOf,Speed Metal,2002,Speed Metal,1987
5921,4583,InStyleOf,Speed Metal,2002,Speed Metal,1983
5923,9777,CoverOf,Darkwave,2026,Darkwave,2002
5923,2670,LyricalReferenceTo,Darkwave,2026,,
5928,13985,LyricalReferenceTo,Lo-Fi Electronica,2019,Lo-Fi Electronica,2013
5928,12091,InterpolatesFrom,Lo-Fi Electronica,2019,Southern Gothic Rock,1997
5928,14768,LyricalReferenceTo,Lo-Fi Electronica,2019,Lo-Fi Electronica,2005
5928,966,CoverOf,Lo-Fi Electronica,2019,Lo-Fi Electronica,2003
5928,8680,CoverOf,Lo-Fi Electronica,2019,,
5928,11677,LyricalReferenceTo,Lo-Fi Electronica,2019,Lo-Fi Electronica,2009
5928,9122,InStyleOf,Lo-Fi Electronica,2019,,
5928,15024,LyricalReferenceTo,Lo-Fi Electronica,2019,Lo-Fi Electronica,2013
5928,827,InStyleOf,Lo-Fi Electronica,2019,Lo-Fi Electronica,2006
5928,10417,DirectlySamples,Lo-Fi Electronica,2019,Lo-Fi Electronica,2010
5930,12291,InStyleOf,Desert Rock,2024,Synthwave,2025
5938,14965,InterpolatesFrom,Dream Pop,2024,Doom Metal,2010
5944,8282,InterpolatesFrom,,,Synthwave,1997
5944,5356,InStyleOf,,,Psychedelic Rock,2016
5952,5584,InStyleOf,Indie Rock,2024,Doom Metal,2010
5958,8936,InterpolatesFrom,Indie Rock,2004,Indie Rock,1997
5958,5746,LyricalReferenceTo,Indie Rock,2004,Indie Rock,2000
5958,3497,LyricalReferenceTo,Indie Rock,2004,,
5960,3071,LyricalReferenceTo,,,Alternative Rock,1988
5965,8273,InterpolatesFrom,Indie Pop,2017,Southern Gothic Rock,2000
5980,13484,InterpolatesFrom,Indie Rock,2025,,
5980,876,InterpolatesFrom,Indie Rock,2025,Indie Rock,2010
5980,1857,CoverOf,Indie Rock,2025,Indie Rock,2006
5980,11319,InterpolatesFrom,Indie Rock,2025,,
5980,2683,InStyleOf,Indie Rock,2025,,
5980,6616,InStyleOf,Indie Rock,2025,Indie Rock,2011
5980,15771,LyricalReferenceTo,Indie Rock,2025,Indie Rock,2018
5980,8200,InStyleOf,Indie Rock,2025,Indie Rock,2013
5980,11527,InterpolatesFrom,Indie Rock,2025,Indie Rock,2009
5981,15622,InStyleOf,,,Doom Metal,1997
5981,13681,CoverOf,,,Indie Folk,2010
5981,12673,InterpolatesFrom,,,Americana,2013
5986,6191,CoverOf,Americana,2004,Synthwave,1994
5992,9511,LyricalReferenceTo,Dream Pop,2026,Dream Pop,2010
5992,15978,DirectlySamples,Dream Pop,2026,,
5994,3085,InStyleOf,Southern Gothic Rock,2011,Indie Pop,2008
5994,15609,InStyleOf,Southern Gothic Rock,2011,Southern Gothic Rock,2008
5996,14965,LyricalReferenceTo,Dream Pop,2026,Doom Metal,2010
6001,8364,InterpolatesFrom,,,,
6004,5181,InStyleOf,,,Dream Pop,2018
6004,6006,InStyleOf,,,Doom Metal,2004
6006,15622,InterpolatesFrom,Doom Metal,2004,Doom Metal,1997
6020,525,InStyleOf,Indie Folk,2026,Doom Metal,2007
6020,10928,InStyleOf,Indie Folk,2026,,
6020,14948,LyricalReferenceTo,Indie Folk,2026,Indie Folk,2023
6022,11805,LyricalReferenceTo,Americana,2016,Americana,1990
6024,15565,CoverOf,Space Rock,2026,Space Rock,2026
6024,5588,LyricalReferenceTo,Space Rock,2026,Space Rock,2026
6024,7380,InStyleOf,Space Rock,2026,Space Rock,2026
6028,6363,DirectlySamples,,,Dream Pop,1984
6035,16617,DirectlySamples,Indie Pop,2017,Emo/Pop Punk,2010
6049,7137,InStyleOf,Doom Metal,2000,,
6054,15126,CoverOf,Dream Pop,2026,,
6054,11276,InStyleOf,Dream Pop,2026,Dream Pop,2024
6054,15669,InStyleOf,Dream Pop,2026,Americana,2017
6054,12199,InterpolatesFrom,Dream Pop,2026,Doom Metal,2007
6054,13287,CoverOf,Dream Pop,2026,Synthwave,2024
6054,7278,InterpolatesFrom,Dream Pop,2026,Synthwave,2022
6054,6008,InterpolatesFrom,Dream Pop,2026,Indie Rock,2017
6054,467,InStyleOf,Dream Pop,2026,Post-Apocalyptic Folk,2020
6054,7897,CoverOf,Dream Pop,2026,Post-Apocalyptic Folk,2014
6061,8273,InStyleOf,Southern Gothic Rock,2010,Southern Gothic Rock,2000
6064,1145,CoverOf,Dream Pop,2025,Dream Pop,2020
6064,8516,InStyleOf,Dream Pop,2025,Psychedelic Rock,2017
6065,13563,CoverOf,Dream Pop,2029,,
6065,6611,InterpolatesFrom,Dream Pop,2029,Oceanus Folk,2013
6065,3828,InStyleOf,Dream Pop,2029,,
6065,3688,CoverOf,Dream Pop,2029,Doom Metal,2026
6065,16259,InStyleOf,Dream Pop,2029,Indie Folk,2023
6065,757,DirectlySamples,Dream Pop,2029,Oceanus Folk,2023
6065,6833,LyricalReferenceTo,Dream Pop,2029,Dream Pop,2023
6065,12067,InStyleOf,Dream Pop,2029,Oceanus Folk,2024
6065,9096,InStyleOf,Dream Pop,2029,Oceanus Folk,2017
6065,3501,CoverOf,Dream Pop,2029,Oceanus Folk,2007
6065,6976,InStyleOf,Dream Pop,2029,,
6070,966,CoverOf,Lo-Fi Electronica,2014,Lo-Fi Electronica,2003
6070,4781,InterpolatesFrom,Lo-Fi Electronica,2014,Lo-Fi Electronica,2003
6072,14518,InterpolatesFrom,Synthwave,1998,Synthwave,1991
6072,16454,CoverOf,Synthwave,1998,,
6072,11652,InStyleOf,Synthwave,1998,Synthwave,1985
6076,10111,InStyleOf,Dream Pop,2017,Darkwave,2019
6080,6006,InStyleOf,Doom Metal,2013,Doom Metal,2004
6080,15622,LyricalReferenceTo,Doom Metal,2013,Doom Metal,1997
6087,1057,InterpolatesFrom,Doom Metal,2025,,
6087,7116,InStyleOf,Doom Metal,2025,Doom Metal,2007
6087,12910,LyricalReferenceTo,Doom Metal,2025,,
6087,12245,CoverOf,Doom Metal,2025,Indie Folk,2017
6087,5777,InStyleOf,Doom Metal,2025,Indie Folk,2013
6092,15230,InStyleOf,,,Dream Pop,2025
6100,13823,LyricalReferenceTo,,,Blues Rock,1994
6103,11526,DirectlySamples,,,Psychedelic Rock,2019
6103,6564,InStyleOf,,,Space Rock,2019
6108,11907,InterpolatesFrom,Dream Pop,2029,Indie Rock,2023
6126,6120,DirectlySamples,Darkwave,2029,Darkwave,2026
6130,8355,LyricalReferenceTo,Doom Metal,2026,Synthwave,1996
6130,9085,InterpolatesFrom,Doom Metal,2026,Doom Metal,2004
6130,7250,DirectlySamples,Doom Metal,2026,Doom Metal,2013
6130,4348,CoverOf,Doom Metal,2026,Oceanus Folk,2004
6137,7063,DirectlySamples,Synthwave,2024,,
6137,12617,InterpolatesFrom,Synthwave,2024,Americana,2020
6142,4541,LyricalReferenceTo,Symphonic Metal,2029,Psychedelic Rock,2023
6142,7517,CoverOf,Symphonic Metal,2029,Indie Rock,2023
6142,10928,InterpolatesFrom,Symphonic Metal,2029,,
6142,9683,CoverOf,Symphonic Metal,2029,Jazz Surf Rock,2023
6142,13552,InStyleOf,Symphonic Metal,2029,,
6148,12678,LyricalReferenceTo,Synthpop,2020,Synthwave,2013
6148,2347,InStyleOf,Synthpop,2020,Post-Apocalyptic Folk,2015
6151,9223,InStyleOf,Indie Folk,2023,Alternative Rock,2017
6154,10657,LyricalReferenceTo,Desert Rock,2020,Dream Pop,2017
6154,6743,InStyleOf,Desert Rock,2020,Dream Pop,2020
6154,14909,InterpolatesFrom,Desert Rock,2020,Dream Pop,2013
6158,3512,DirectlySamples,Avant-Garde Folk,2018,Indie Pop,2013
6158,4557,InStyleOf,Avant-Garde Folk,2018,Avant-Garde Folk,2015
6158,1018,InStyleOf,Avant-Garde Folk,2018,Alternative Rock,2008
6158,1853,CoverOf,Avant-Garde Folk,2018,Avant-Garde Folk,2011
6158,10120,LyricalReferenceTo,Avant-Garde Folk,2018,Avant-Garde Folk,2020
6158,7325,CoverOf,Avant-Garde Folk,2018,Emo/Pop Punk,2004
6158,6864,InterpolatesFrom,Avant-Garde Folk,2018,Avant-Garde Folk,2017
6160,3071,InStyleOf,Alternative Rock,1997,Alternative Rock,1988
6163,16478,CoverOf,Psychedelic Rock,2022,,
6170,1841,LyricalReferenceTo,Oceanus Folk,2023,Indie Folk,2010
6170,3025,InStyleOf,Oceanus Folk,2023,Oceanus Folk,2017
6170,9685,CoverOf,Oceanus Folk,2023,Oceanus Folk,2013
6180,15622,CoverOf,Desert Rock,2010,Doom Metal,1997
6189,8812,InterpolatesFrom,Indie Folk,2007,Synthwave,1995
6189,4481,CoverOf,Indie Folk,2007,,
6190,6051,InterpolatesFrom,Synthwave,2024,,
6190,10596,InterpolatesFrom,Synthwave,2024,Indie Folk,2013
6190,13026,InterpolatesFrom,Synthwave,2024,Desert Rock,2022
6193,11984,InStyleOf,Southern Gothic Rock,2008,Blues Rock,1991
6205,7733,InStyleOf,Alternative Rock,2027,Southern Gothic Rock,2012
6210,3390,CoverOf,Alternative Rock,2022,Dream Pop,2014
6210,5726,DirectlySamples,Alternative Rock,2022,Alternative Rock,2010
6210,6735,CoverOf,Alternative Rock,2022,Alternative Rock,2008
6210,11948,CoverOf,Alternative Rock,2022,Alternative Rock,2012
6211,8551,LyricalReferenceTo,Dream Pop,2028,Desert Rock,2026
6211,13332,LyricalReferenceTo,Dream Pop,2028,Darkwave,2022
6218,15574,InStyleOf,Doom Metal,2023,Indie Folk,2013
6218,9884,InStyleOf,Doom Metal,2023,Psychedelic Rock,2009
6218,13758,InterpolatesFrom,Doom Metal,2023,Indie Folk,2013
6227,13430,InStyleOf,Speed Metal,1999,Speed Metal,1991
6227,8872,CoverOf,Speed Metal,1999,Speed Metal,1993
6229,9995,InterpolatesFrom,,,Dream Pop,2018
6229,9335,InStyleOf,,,Indie Rock,2016
6231,2848,CoverOf,,,Lo-Fi Electronica,2010
6231,11240,CoverOf,,,Emo/Pop Punk,2004
6231,5088,InterpolatesFrom,,,Lo-Fi Electronica,2026
6233,9335,CoverOf,,,Indie Rock,2016
6233,10281,InStyleOf,,,Synthwave,2016
6233,8245,LyricalReferenceTo,,,,
6233,12043,CoverOf,,,Dream Pop,2023
6233,10747,LyricalReferenceTo,,,Dream Pop,2019
6235,585,LyricalReferenceTo,Dream Pop,2026,Post-Apocalyptic Folk,2024
6245,6315,InStyleOf,Emo/Pop Punk,1989,Emo/Pop Punk,1987
6245,1955,CoverOf,Emo/Pop Punk,1989,Emo/Pop Punk,1985
6245,3779,LyricalReferenceTo,Emo/Pop Punk,1989,Blues Rock,1987
6246,4849,CoverOf,Alternative Rock,2026,,
6246,14961,LyricalReferenceTo,Alternative Rock,2026,Synthwave,1987
6252,7977,InStyleOf,,,Indie Pop,2014
6253,233,InStyleOf,Synthwave,2023,Doom Metal,2013
6253,10246,CoverOf,Synthwave,2023,Doom Metal,2010
6257,6762,LyricalReferenceTo,Doom Metal,2020,Symphonic Metal,2007
6263,13379,InterpolatesFrom,Alternative Rock,2028,Alternative Rock,1992
6268,6901,InStyleOf,Indie Folk,2017,Indie Folk,2010
6272,1841,InterpolatesFrom,,,Indie Folk,2010
6279,11558,LyricalReferenceTo,Alternative Rock,2028,Alternative Rock,2015
6279,4880,DirectlySamples,Alternative Rock,2028,Alternative Rock,2016
6279,14417,InterpolatesFrom,Alternative Rock,2028,Southern Gothic Rock,1996
6286,7918,InStyleOf,Darkwave,2028,Darkwave,2020
6286,2238,CoverOf,Darkwave,2028,Synthwave,2009
6286,16367,LyricalReferenceTo,Darkwave,2028,Darkwave,2020
6286,10111,CoverOf,Darkwave,2028,Darkwave,2019
6289,13312,LyricalReferenceTo,,,Indie Folk,2026
6289,13298,LyricalReferenceTo,,,,
6293,16719,CoverOf,Dream Pop,2025,,
6293,10469,InterpolatesFrom,Dream Pop,2025,Space Rock,2015
6298,14670,DirectlySamples,Alternative Rock,1994,Alternative Rock,1984
6300,3743,InterpolatesFrom,Blues Rock,1997,Southern Gothic Rock,1985
6307,7278,InStyleOf,Dream Pop,2025,Synthwave,2022
6307,9899,CoverOf,Dream Pop,2025,,
6307,11737,InterpolatesFrom,Dream Pop,2025,Indie Folk,2007
6307,8816,InterpolatesFrom,Dream Pop,2025,Dream Pop,2012
6307,9884,LyricalReferenceTo,Dream Pop,2025,Psychedelic Rock,2009
6313,14628,DirectlySamples,Dream Pop,2009,,
6315,1955,InStyleOf,Emo/Pop Punk,1987,Emo/Pop Punk,1985
6318,13758,InStyleOf,Americana,2017,Indie Folk,2013
6329,14851,LyricalReferenceTo,,,Blues Rock,1986
6333,9754,InterpolatesFrom,Jazz Surf Rock,2012,,
6333,14893,InterpolatesFrom,Jazz Surf Rock,2012,Synthwave,2007
6333,6967,InStyleOf,Jazz Surf Rock,2012,Jazz Surf Rock,2008
6333,1326,InStyleOf,Jazz Surf Rock,2012,Jazz Surf Rock,1996
6337,876,InStyleOf,Indie Rock,2029,Indie Rock,2010
6337,1857,InStyleOf,Indie Rock,2029,Indie Rock,2006
6337,13484,InStyleOf,Indie Rock,2029,,
6337,15771,InStyleOf,Indie Rock,2029,Indie Rock,2018
6337,6616,InterpolatesFrom,Indie Rock,2029,Indie Rock,2011
6337,2683,InStyleOf,Indie Rock,2029,,
6339,2068,LyricalReferenceTo,Blues Rock,2017,Southern Gothic Rock,1996
6339,3743,InterpolatesFrom,Blues Rock,2017,Southern Gothic Rock,1985
6339,1596,CoverOf,Blues Rock,2017,Indie Pop,2005
6342,2510,InStyleOf,Dream Pop,2004,Dream Pop,1981
6342,13421,LyricalReferenceTo,Dream Pop,2004,Dream Pop,1994
6344,13399,LyricalReferenceTo,Desert Rock,2024,Indie Folk,2013
6344,1841,InterpolatesFrom,Desert Rock,2024,Indie Folk,2010
6351,11491,DirectlySamples,Psychedelic Rock,2028,Psychedelic Rock,2012
6358,13220,InStyleOf,Doom Metal,2017,Doom Metal,2013
6364,5691,CoverOf,Speed Metal,2012,Speed Metal,2008
6365,1611,InStyleOf,,,Indie Rock,2015
6372,7408,LyricalReferenceTo,Dream Pop,2027,Desert Rock,2023
6376,14021,InterpolatesFrom,Dream Pop,2026,Dream Pop,2020
6377,15089,InterpolatesFrom,Dream Pop,2015,Synthwave,1999
6382,15855,CoverOf,Synthwave,2010,Synthwave,2003
6386,14961,CoverOf,Alternative Rock,2023,Synthwave,1987
6390,13564,InStyleOf,,,Psychedelic Rock,2015
6390,12089,DirectlySamples,,,,
6396,4006,InStyleOf,Indie Rock,2017,Indie Rock,2007
6397,11240,LyricalReferenceTo,Emo/Pop Punk,2011,Emo/Pop Punk,2004
6397,6245,InStyleOf,Emo/Pop Punk,2011,Emo/Pop Punk,1989
6398,14241,LyricalReferenceTo,Dream Pop,2008,Synthwave,1991
6406,14311,InterpolatesFrom,Dream Pop,2023,Indie Rock,2023
6406,5949,InterpolatesFrom,Dream Pop,2023,,
6412,4770,LyricalReferenceTo,Desert Rock,2022,Synthwave,2007
6412,15622,InterpolatesFrom,Desert Rock,2022,Doom Metal,1997
6415,4830,DirectlySamples,Alternative Rock,2017,Alternative Rock,1997
6417,1841,InterpolatesFrom,,,Indie Folk,2010
6418,2582,InStyleOf,Dream Pop,2028,Dream Pop,2024
6418,5680,InStyleOf,Dream Pop,2028,Americana,2020
6418,9014,InStyleOf,Dream Pop,2028,Dream Pop,2024
6418,4228,CoverOf,Dream Pop,2028,Synthwave,2021
6427,5687,LyricalReferenceTo,,,Indie Folk,2010
6428,1841,LyricalReferenceTo,Oceanus Folk,2023,Indie Folk,2010
6435,5685,InStyleOf,,,Space Rock,2017
6435,2272,InterpolatesFrom,,,Space Rock,2022
6435,4492,LyricalReferenceTo,,,Space Rock,2018
6435,10596,CoverOf,,,Indie Folk,2013
6447,1841,CoverOf,Oceanus Folk,2025,Indie Folk,2010
6456,14080,InStyleOf,Dream Pop,2027,Dream Pop,2026
6456,4541,CoverOf,Dream Pop,2027,Psychedelic Rock,2023
6467,7709,InterpolatesFrom,Blues Rock,2010,Blues Rock,2000
6467,13580,InStyleOf,Blues Rock,2010,Blues Rock,2004
6467,11889,CoverOf,Blues Rock,2010,Blues Rock,2004
6473,10402,CoverOf,Dream Pop,2014,Alternative Rock,2010
6473,13208,LyricalReferenceTo,Dream Pop,2014,Dream Pop,2007
6473,8815,InStyleOf,Dream Pop,2014,,
6473,9387,CoverOf,Dream Pop,2014,Dream Pop,2007
6473,5074,InterpolatesFrom,Dream Pop,2014,,
6473,14799,InterpolatesFrom,Dream Pop,2014,Dream Pop,2011
6474,312,InStyleOf,Dream Pop,2027,,
6474,5100,InterpolatesFrom,Dream Pop,2027,Oceanus Folk,2010
6474,1841,InStyleOf,Dream Pop,2027,Indie Folk,2010
6474,11117,InStyleOf,Dream Pop,2027,Synthwave,2017
6474,5887,InStyleOf,Dream Pop,2027,Doom Metal,1997
6474,16641,InStyleOf,Dream Pop,2027,Indie Folk,2010
6474,4453,CoverOf,Dream Pop,2027,Indie Folk,2013
6476,12397,CoverOf,Doom Metal,2022,Dream Pop,2007
6476,8888,LyricalReferenceTo,Doom Metal,2022,Indie Rock,2010
6482,15040,CoverOf,Dream Pop,2027,,
6482,12395,InStyleOf,Dream Pop,2027,Indie Folk,2020
6482,13188,CoverOf,Dream Pop,2027,Indie Rock,2007
6482,11839,InStyleOf,Dream Pop,2027,Indie Folk,2010
6489,886,InterpolatesFrom,Space Rock,2027,Oceanus Folk,2023
6497,12817,InterpolatesFrom,Synthwave,2010,Synthwave,2000
6503,2927,InStyleOf,Emo/Pop Punk,2018,Southern Gothic Rock,1987
6503,2331,CoverOf,Emo/Pop Punk,2018,Blues Rock,2011
6503,15643,LyricalReferenceTo,Emo/Pop Punk,2018,Southern Gothic Rock,2016
6503,6674,InStyleOf,Emo/Pop Punk,2018,Blues Rock,1984
6503,4167,InStyleOf,Emo/Pop Punk,2018,,
6503,10503,InterpolatesFrom,Emo/Pop Punk,2018,Southern Gothic Rock,2013
6503,14510,CoverOf,Emo/Pop Punk,2018,,
6504,2221,InterpolatesFrom,Indie Pop,2010,Southern Gothic Rock,2009
6505,11767,InStyleOf,Americana,2012,Oceanus Folk,2004
6505,5609,LyricalReferenceTo,Americana,2012,Synthwave,2006
6505,4565,LyricalReferenceTo,Americana,2012,Oceanus Folk,2004
6507,4583,CoverOf,,,Speed Metal,1983
6507,15343,InterpolatesFrom,,,Speed Metal,1987
6507,14976,DirectlySamples,,,Speed Metal,2010
6507,16724,CoverOf,,,Speed Metal,2000
6513,9884,InStyleOf,Psychedelic Rock,2022,Psychedelic Rock,2009
6513,12150,InStyleOf,Psychedelic Rock,2022,Indie Folk,2007
6521,10673,InStyleOf,Doom Metal,2028,Doom Metal,2013
6521,14118,InStyleOf,Doom Metal,2028,Indie Folk,2017
6521,9966,LyricalReferenceTo,Doom Metal,2028,Indie Folk,2020
6521,7116,InStyleOf,Doom Metal,2028,Doom Metal,2007
6521,9696,InStyleOf,Doom Metal,2028,Synthwave,2020
6521,16432,InStyleOf,Doom Metal,2028,,
6529,3609,LyricalReferenceTo,Dream Pop,2029,Dream Pop,2026
6541,1106,InStyleOf,Doom Metal,2020,Doom Metal,2004
6543,4541,LyricalReferenceTo,Jazz Surf Rock,2029,Psychedelic Rock,2023
6548,5212,InStyleOf,Dream Pop,2025,Southern Gothic Rock,2004
6551,15622,LyricalReferenceTo,Indie Folk,2014,Doom Metal,1997
6556,12673,DirectlySamples,Symphonic Metal,2027,Americana,2013
6560,2996,InterpolatesFrom,Darkwave,2023,Dream Pop,2017
6560,14143,InterpolatesFrom,Darkwave,2023,Darkwave,2017
6560,10211,InterpolatesFrom,Darkwave,2023,Space Rock,2021
6564,10552,DirectlySamples,Space Rock,2019,Space Rock,2018
6569,1841,CoverOf,Desert Rock,2029,Indie Folk,2010
6569,3025,InStyleOf,Desert Rock,2029,Oceanus Folk,2017
6569,3367,InStyleOf,Desert Rock,2029,Oceanus Folk,2023
6569,14720,LyricalReferenceTo,Desert Rock,2029,Oceanus Folk,2023
6575,15383,InStyleOf,Symphonic Metal,2024,Doom Metal,2007
6575,5425,LyricalReferenceTo,Symphonic Metal,2024,Doom Metal,2013
6577,11785,LyricalReferenceTo,Jazz Surf Rock,2029,Jazz Surf Rock,2024
